Spill Number,Program Facility Name,Street 1,Street 2,Locality,County,ZIP Code,SWIS Code,DEC Region,Spill Date,Received Date,Contributing Factor,Waterbody,Source,Close Date,Material Name,Material Family,Quantity,Units,Recovered
9210902,156-170 34TH STREET,156-170 34TH STREET,,BROOKLYN,Kings,,2401,2,12/21/1992,12/21/1992,Tank Overfill,,Commercial/Industrial,02/25/1993,#2 fuel oil,Petroleum,0,Pounds,0
9507984,156-19 137TH AVENUE,156-19 137TH AVENUE,,"JAMAICA, QUEENS",Queens,,4101,2,09/28/1995,09/28/1995,Equipment Failure,,Private Dwelling,09/28/1995,#2 fuel oil,Petroleum,1,Gallons,1
9905498,156-20 RIVERSIDE DRIVE W,156-20 RIVERSIDE DR W,,MANHATTAN,Kings,,2401,2,08/06/1999,08/06/1999,Unknown,,Commercial/Industrial,11/14/2003,#4 fuel oil,Petroleum,0,Gallons,0
1212266,156-22 101st Street (Hurricane Sandy),156-22 101st Street,,Howard Beach,Queens,11414,4101,2,10/29/2012,11/16/2012,Storm,,Private Dwelling,11/14/2012,#2 fuel oil,Petroleum,0,,75
1212267,156-49 102nd Street (Hurricane Sandy),156-49 102nd Street,,Howard Beach,Queens,11414,4101,2,10/29/2012,11/16/2012,Storm,,Private Dwelling,11/13/2012,#2 fuel oil,Petroleum,0,,100
9710362,1560 73RD ST,1560 73RD ST,,BROOKLYN,Kings,,2401,2,12/09/1997,12/09/1997,Unknown,,Unknown,02/25/2003,unknown material,Other,0,Gallons,0
9510724,1560 BROADWAY,1560 BROADWAY,,MANHATTAN,New York,,3101,2,11/25/1995,11/27/1995,Other,,Private Dwelling,11/28/1995,#6 fuel oil,Petroleum,20,Gallons,0
9608816,1560 BROOKLYN BLVD,1560 BROOKLYN BLVD,,BRONX,Bronx,,0301,2,10/16/1996,10/16/1996,Equipment Failure,,Commercial/Industrial,10/16/1996,antifreeze,Other,1,Gallons,1
8805062,1560 BRUCKNER BLVD,1560 BRUCKNER BLVD,,BRONX,Bronx,,0301,2,09/12/1988,09/12/1988,Tank Test Failure,,Commercial/Industrial,06/16/1998,#2 fuel oil,Petroleum,0,Gallons,0
9612107,1560 BRUCKNER BLVD,1560 BRUCKNER BLVD,,BRONX,Bronx,,0301,2,01/08/1997,01/08/1997,Equipment Failure,,Commercial Vehicle,01/08/1997,antifreeze,Other,1,Gallons,1
9607744,1560 BRUCKNER BLVD,1560 BRUCKNER BLVD,,BRONX,Bronx,,0301,2,09/19/1996,09/19/1996,Unknown,,Commercial/Industrial,02/17/2006,unknown petroleum,Petroleum,1,Gallons,0
9201949,1560 GRAND CONC/LEBANON,1560 GRAND CONC/LEBANON,,BRONX,Bronx,,0301,2,05/18/1992,05/18/1992,Equipment Failure,,"Institutional, Educational, Gov., Other",05/18/1992,#4 fuel oil,Petroleum,10,Gallons,0
8909511,1560 PRESIDENT ST / BKLN,1560 PRESIDENT ST,,BROOKLYN,Kings,,2401,2,12/31/1989,01/03/1990,Equipment Failure,,Private Dwelling,01/03/1990,#2 fuel oil,Petroleum,5,Gallons,0
9512393,15605 LABURNUM AVE,15605 LABURNUM AVE,,FLUSHING,Queens,,4101,2,01/04/1996,01/04/1996,Tank Overfill,,Private Dwelling,01/04/1996,#2 fuel oil,Petroleum,1,Gallons,1
0408486,156070,99 27 STREET,,BROOKLYN,Kings,,2401,2,11/02/2004,11/02/2004,Equipment Failure,,Commercial Vehicle,11/03/2004,power steering fluid,Petroleum,0,Gallons,0
9212164,1561 LINCOLN PLACE,1561 LINCOLN PLACE,,BROOKLYN,Kings,,2401,2,01/25/1993,01/25/1993,Equipment Failure,,"Institutional, Educational, Gov., Other",01/26/1993,#2 fuel oil,Petroleum,100,Gallons,0
9805295,1562 OCEAN AVE,1562 OCEAN AVE,,BROOKLYN,Kings,,2401,2,07/28/1998,07/28/1998,Tank Test Failure,,Commercial/Industrial,05/16/2006,#2 fuel oil,Petroleum,0,Gallons,0
9411314,1563 E. 46TH ST,1563 E. 46TH ST,,BROOKLYN,Kings,,2401,2,11/23/1994,11/24/1994,Tank Failure,,Tank Truck,11/25/1994,#2 fuel oil,Petroleum,1,Gallons,0
0009852,1563 PITKIN AVENUE,1563 PITKIN AVE,,BROOKLYN,Kings,,2401,2,11/29/2000,11/30/2000,Tank Overfill,,Tank Truck,12/15/2003,#2 fuel oil,Petroleum,50,Gallons,0
9712250,1563 WALTON AVENUE,1563 WALTON AVENUE,,BRONX,Bronx,,0301,2,01/27/1998,02/03/1998,Equipment Failure,,Private Dwelling,11/14/2003,#2 fuel oil,Petroleum,0,Gallons,0
9712079,1563 WALTON AVENUE,1563 WALTON AVENUE,,BRONX,Bronx,,0301,2,01/29/1998,01/29/1998,Equipment Failure,,Private Dwelling,05/06/2013,#2 fuel oil,Petroleum,0,Gallons,0
9515057,1563 WEST 4TH STREET,1563 WEST 4TH STREET,,BROOKLYN,Kings,,2401,2,02/23/1996,02/23/1996,Other,,Private Dwelling,12/15/2003,unknown material,Other,0,Gallons,0
0412313,1564 -1566 STATE ST,1564 -1566 STATE ST  (RT 5),,SCHENECTADY,Schenectady,,4715,4,02/18/2005,02/18/2005,Unknown,,Commercial/Industrial,10/27/2009,unknown material,Other,0,Gallons,0
9900232,1564 HUTCHINSON RIVER PKY,1564 HUTCHINSON RIVER PKY,,BRONX,Bronx,,0301,2,04/06/1999,04/06/1999,Tank Overfill,,Tank Truck,12/08/1999,#2 fuel oil,Petroleum,3,Gallons,3
9413086,1565  YORK AVENUE,1565 YORK AVENUE,,MANHATTAN,New York,,3101,2,12/31/1994,12/31/1994,Equipment Failure,,Commercial/Industrial,12/31/1994,#2 fuel oil,Petroleum,0,,0
9614801,1565 62 STREET,RESIDENTS,,BROOKLYN,Kings,,2401,2,03/24/1997,03/24/1997,Other,,Private Dwelling,03/26/1997,unknown material,Other,2,Gallons,2
8707736,1565 ROWLAND ST/BRONX,1565 ROWLAND ST,,NEW YORK CITY,Bronx,,0301,2,12/08/1987,12/08/1987,Tank Test Failure,,Private Dwelling,11/19/1992,#2 fuel oil,Petroleum,0,,0
9210939,1565 TOWNSEND AVE,1565 TOWNSEND AVE,,BRONX,Bronx,,0301,2,12/21/1992,12/21/1992,Human Error,,Commercial/Industrial,05/25/1995,#6 fuel oil,Petroleum,7,Gallons,0
9413095,1565 YORK AVENUE,1565 YORK AVENUE,,MANHATTAN,New York,,3101,2,12/31/1994,12/31/1994,Equipment Failure,,Unknown,01/01/1995,#2 fuel oil,Petroleum,0,,0
0103351,1566 MACOMBS RD,1566 MACOMBS RD,,BRONX,Bronx,,0301,2,06/27/2001,06/27/2001,Equipment Failure,,Commercial Vehicle,04/24/2007,#2 fuel oil,Petroleum,15,Gallons,15
0806487,1569 OCEAN AVE,1569 OCEAN AVE,,BROOKLYN,Kings,,2401,2,09/09/2008,09/09/2008,Equipment Failure,,Private Dwelling,07/13/2009,#6 fuel oil,Petroleum,20,Gallons,0
9415615,1569 UNION STREET,1569 UNION STREET,,BROOKLYN,Kings,,2401,2,03/02/1995,03/02/1995,Tank Overfill,,Private Dwelling,03/02/1995,#2 fuel oil,Petroleum,3,Gallons,3
0306479,156TH STREET & 3RD AVE,156TH ST & 3RD AVE,,BRONX,Bronx,,0301,2,09/18/2003,09/18/2003,Equipment Failure,,Commercial Vehicle,10/15/2003,hydraulic oil,Petroleum,6,Gallons,0
9912044,157,EAST 87TH STREET,,MANHATTAN,New York,,3101,2,01/18/2000,01/18/2000,Unknown,,Private Dwelling,03/08/2000,#2 fuel oil,Petroleum,25,Gallons,0
9813975,157 AVE C,157 AVE C,,MANHATTAN,New York,,3101,2,02/18/1999,02/18/1999,Equipment Failure,,Private Dwelling,10/04/1999,#2 fuel oil,Petroleum,10,Gallons,0
0370361,157 BARTLETT STREET,157 BARTLETT STREET,,ROCHESTER,Monroe,14611,2814,8,09/11/2003,09/15/2003,Deliberate,,Unknown,09/22/2003,#2 fuel oil,Petroleum,0,Gallons,0
1211719,157 Beach 91st Street,157 Beach 91st Street,,Hammels,Queens,11694,4101,2,10/29/2012,11/13/2012,Storm,,Private Dwelling,03/27/2013,#2 fuel oil,Petroleum,0,,300
0605614,157 CHAMBERS DEVELOPMENT,157 CHAMBERS ST,,MANHATTAN,New York,,3101,2,08/09/2006,08/14/2006,Human Error,,Unknown,01/23/2007,lube oil,Petroleum,5,Gallons,5
9306367,157 CLINTON AVE- CORTLAND,157 CLINTON AVE,,Cortland,Cortland,,1202,7,08/10/1993,08/21/1993,Unknown,,Gasoline Station or other PBS Facility,09/16/1993,gasoline,Petroleum,0,Gallons,0
9110989,157 DANIEL LOW TERR,157 DANIEL LOW TERR,,STATEN ISLAND,Richmond,,4301,2,01/23/1992,01/23/1992,Human Error,,Tank Truck,01/23/1992,#2 fuel oil,Petroleum,10,Gallons,0
9803245,157 DANIEL LOW TERRACE - TTF,157 DANIEL LOW TERRACE,,STATEN ISLAND,Richmond,,4301,2,06/12/1998,06/12/1998,Tank Test Failure,,Commercial/Industrial,11/28/2014,#2 fuel oil,Petroleum,0,Gallons,0
9207785,157 DECATUR STREET,157 DECATUR STREET,,BROOKLYN,Kings,,2401,2,10/05/1992,10/06/1992,Tank Failure,,Private Dwelling,10/06/1992,#2 fuel oil,Petroleum,5,Gallons,0
9111903,157 E 72ND ST,157 E 72ND ST,,NYC,New York,,3101,2,02/20/1992,02/20/1992,Equipment Failure,,Commercial/Industrial,10/01/1997,#6 fuel oil,Petroleum,0,Gallons,0
9405862,157 E. FIRST ST.,157 E. FIRST ST.,,OSWEGO,Oswego,,3842,7,07/29/1994,07/29/1994,Other,,Commercial/Industrial,07/29/1994,non PCB oil,Petroleum,0,,0
9405862,157 E. FIRST ST.,157 E. FIRST ST.,,OSWEGO,Oswego,,3842,7,07/29/1994,07/29/1994,Other,,Commercial/Industrial,07/29/1994,transformer oil,Petroleum,0,,0
9702412,157 EAST 35TH ST,157 EAST 35TH ST,,MANHATTAN,New York,,3101,2,05/26/1997,05/27/1997,Equipment Failure,,Private Dwelling,05/01/1998,#2 fuel oil,Petroleum,0,Gallons,0
9809762,157 HALSEY ST,157 HALSEY ST,,BROOKLYN,Kings,,2401,2,11/03/1998,11/03/1998,Unknown,,Commercial/Industrial,03/20/2002,#2 fuel oil,Petroleum,40,Gallons,35
9211333,157 HUDSON ST,157 HUDSON ST,,NEW YORK,New York,,3101,2,01/03/1993,01/03/1993,Unknown,,Unknown,01/03/1993,unknown material,Other,0,,0
0810347,157 PICKETS CORNERS ROAD,157 PICKETS CORNERS ROAD,,SARANAC,Clinton,,1044,5,12/15/2008,12/15/2008,Equipment Failure,,Private Dwelling,05/05/2009,kerosene,Petroleum,200,Gallons,0
9502857,157 SHORE DRIVE,157 SHORE DRIVE,,IRONDEQUOIT,Monroe,14622-2243,2834,8,06/05/1995,06/06/1995,Unknown,,Unknown,08/11/1995,unknown petroleum,Petroleum,0,Gallons,0
0514304,157 SPRING ST.,157 SPRING ST.,,MANHATTAN,New York,,3101,2,03/14/2006,03/14/2006,Unknown,,Unknown,03/14/2006,unknown petroleum,Petroleum,0,Gallons,0
9413391,157 SUYDAM ST,157 SUYDAM ST & CENTRAL,,BROOKLYN,Kings,,2401,2,01/07/1995,01/07/1995,Tank Overfill,,Private Dwelling,01/07/1995,unknown petroleum,Petroleum,5,Gallons,0
9105450,157 W 47TH ST/QUALITY INN,157 W 47TH ST,,NYC,New York,,3101,2,08/20/1991,08/20/1991,Tank Failure,,Commercial/Industrial,02/26/1992,#2 fuel oil,Petroleum,0,Gallons,0
0106101,157 W 57TH ST,157 W 57TH ST,,MANHATTAN,New York,,3101,2,09/07/2001,09/07/2001,Unknown,,Unknown,05/21/2008,unknown petroleum,Petroleum,0,Gallons,0
9009277,157 WEST 179TH ST/BX,157 WEST 179TH STREET,,NEW YORK CITY,Bronx,,0301,2,11/26/1990,11/26/1990,Tank Overfill,,Private Dwelling,11/26/1990,#2 fuel oil,Petroleum,1,Gallons,0
9710607,157 WEST 57TH ST,157 WEST 57TH ST,,MANHATTAN,New York,,3101,2,12/17/1997,12/17/1997,Equipment Failure,,Commercial Vehicle,01/02/1998,hydraulic oil,Petroleum,4,Gallons,0
9709695,157 WILLOW AVE,157 WILLOW AVE,,BRONX,Bronx,,0301,2,11/20/1997,11/20/1997,Equipment Failure,,Commercial Vehicle,04/08/1999,hydraulic oil,Petroleum,5,Gallons,0
9703152,157-05 CROSS ISLAND PKWAY,157-05 CROSS ISLAND PKWAY,,QUEENS,Queens,,4101,2,06/12/1997,06/12/1997,Unknown,,Commercial Vehicle,02/03/2003,antifreeze,Other,2,Gallons,2
9606773,157-14 CROSS BAY BLVD,157-14 CROSS BAY BLVD,,HOWARD BEACH,Queens,,4101,2,08/27/1996,08/27/1996,Tank Test Failure,,Commercial/Industrial,03/03/2003,#2 fuel oil,Petroleum,0,Gallons,0
9705177,157-20 TUCKERTON,157-20 TUCKERTON,,QUEENS,Queens,,4101,2,07/30/1997,07/30/1997,Unknown,,Commercial/Industrial,03/03/2003,antifreeze,Other,0,Gallons,0
9705177,157-20 TUCKERTON,157-20 TUCKERTON,,QUEENS,Queens,,4101,2,07/30/1997,07/30/1997,Unknown,,Commercial/Industrial,03/03/2003,waste oil/used oil,Petroleum,0,Gallons,0
9705177,157-20 TUCKERTON,157-20 TUCKERTON,,QUEENS,Queens,,4101,2,07/30/1997,07/30/1997,Unknown,,Commercial/Industrial,03/03/2003,gasoline,Petroleum,0,Gallons,0
8900505,157-21 9TH AVE/QUEENS,157021 9TH AVENUE,,NEW YORK CITY,Queens,,4101,2,04/17/1989,04/17/1989,Unknown,LITTLE NECK BAY,Unknown,02/10/2003,unknown petroleum,Petroleum,0,Pounds,0
9514321,157-29 12TH AVE,157-29 12TH AVE,,BEECHHURST,Queens,,4101,2,02/09/1996,02/09/1996,Human Error,,Tank Truck,02/09/1996,#2 fuel oil,Petroleum,1,Gallons,1
1211720,157-40 100th Avenue,157-40 100th Street,,Howard Beach,Queens,11414,4101,2,10/29/2012,11/13/2012,Storm,,Private Dwelling,03/27/2013,#2 fuel oil,Petroleum,0,,0
0304975,1570 2ND AVENUE -NYCT,1570 2ND AVENUE,,MANHATTAN,New York,,3101,2,08/11/2003,08/11/2003,Unknown,,Unknown,09/01/2005,unknown petroleum,Petroleum,0,Gallons,0
9709768,1570 ATLANTIC AVE,1570 ATLANTIC AVE,,BROOKLYN,Kings,,2401,2,11/21/1997,11/21/1997,Equipment Failure,,Gasoline Station or other PBS Facility,11/21/1997,#2 fuel oil,Petroleum,20,Gallons,20
9410799,15702  45TH AVE,15702  45TH AVE,,QUEENS,Queens,,4101,2,11/14/1994,11/14/1994,Other,,Private Dwelling,11/14/1994,#2 fuel oil,Petroleum,2,Gallons,0
0514221,1571 PORK STREET,1571 PORK STREET,,SKANEATELES,Onondaga,,3450,7,03/13/2006,03/13/2006,Other,,Private Dwelling,12/11/2007,#2 fuel oil,Petroleum,0,Gallons,0
8912042,1571 RICHMOND TERRACE/S.I,1571 RICHMOND TERRACE,,STATEN ISLAND,Richmond,,4301,2,03/19/1990,03/20/1990,Deliberate,KILL VAN KULL,Commercial/Industrial,03/20/2003,unknown petroleum,Petroleum,50,Gallons,0
9408961,1571 SHERIDAN AVE,1571 SHERIDAN AVE,,BRONX,Bronx,,0301,2,10/05/1994,10/05/1994,Tank Overfill,,"Institutional, Educational, Gov., Other",10/05/1994,#6 fuel oil,Petroleum,20,Gallons,0
9510373,1571 STATE ROAD,1571 STATE ROAD,,WEBSTER,Monroe,14580,2854,8,11/14/1995,11/17/1995,Deliberate,,Private Dwelling,04/11/2001,unknown petroleum,Petroleum,0,Gallons,0
1201656,1571 UNION CENTER MAINE HIGHWAY,1571 UNION CENTER MAINE HIGHWAY,,ENDICOTT,Broome,13760,0446,7,05/14/2012,05/14/2012,Other,,Private Dwelling,05/22/2012,unknown hazardous material,Hazardous Material,0,Gallons,0
9411641,1575 86TH ST,1575 86TH ST,,BROOKLYN,Kings,11228,2401,2,12/01/1994,12/01/1994,Unknown,,Unknown,10/31/2006,unknown petroleum,Petroleum,12,Gallons,0
9110114,1575 BRONX RIVER HOUSES,1575 BRONX RIVER AVE,,BRONX,Bronx,,0301,2,12/24/1991,10/24/1991,Tank Overfill,,"Institutional, Educational, Gov., Other",12/24/1991,#6 fuel oil,Petroleum,20,Gallons,0
9500173,1575 YORK AVE,1575 YORK AVE,,MANHATTAN,New York,,3101,2,04/05/1995,04/05/1995,Equipment Failure,,Private Dwelling,04/05/1995,#2 fuel oil,Petroleum,3,Gallons,3
8804000,1577 3RD AVE/MANHATTAN,1577 THIRD AVE,,NEW YORK CITY,New York,,3101,2,08/05/1987,08/05/1988,Other,,Commercial/Industrial,08/07/1995,unknown petroleum,Petroleum,0,Pounds,0
8709022,1577 CARROLL ST/BKLYN,1577 CARROLL ST,,BROOKLYN,Kings,,2401,2,01/20/1988,01/20/1988,Tank Overfill,,Commercial/Industrial,01/01/1988,#4 fuel oil,Petroleum,0,Pounds,0
9701397,1577 E 17TH ST,1577 E 17TH ST,,BROOKLYN,Kings,,2401,2,05/01/1997,05/01/1997,Equipment Failure,,"Non Major Facility > 1,100 gal",10/31/2002,#6 fuel oil,Petroleum,0,Gallons,0
9603305,1577 LELAND AVE,1577 LELAND AVE,,BRONX,Bronx,,0301,2,06/08/1996,06/10/1996,Equipment Failure,,Private Dwelling,12/31/1997,#2 fuel oil,Petroleum,100,Gallons,100
2307084,1577911 ONTARIO INC MVA,1009 US ROUTE 11,,MOIRA,Franklin,,1750,5,11/23/2023,11/23/2023,Traffic Accident,,Tank Truck,,diesel,Petroleum,150,Gallons,0
2307083,1577911 ONTARIO INC MVA,1009 US ROUTE 11,,MOIRA,Franklin,12957,1750,5,11/23/2023,11/23/2023,Traffic Accident,,Commercial Vehicle,,diesel,Petroleum,150,Gallons,0
9506517,1578 CARROLL STREET,1578 CARROLL STREET,,BROOKLYN,Kings,,2401,2,08/27/1995,08/27/1995,Equipment Failure,,Private Dwelling,08/27/1995,#2 fuel oil,Petroleum,1,Gallons,1
0807242,1578 UNION CENTER HGWAY/ POLE 53,1578 UNION CENTER HGWAY,,ENDICOTT,Broome,13760,0446,7,09/27/2008,09/27/2008,Traffic Accident,,Commercial/Industrial,10/06/2008,transformer oil,Petroleum,1,Gallons,0
9109496,1579 BEDFORD AV/NYS/NAVAL,1579 BEDFORD AVE,,BROOKLYN,Kings,,2401,2,12/05/1991,12/06/1991,Tank Failure,,"Institutional, Educational, Gov., Other",03/07/2003,diesel,Petroleum,0,Gallons,0
9201870,1579 FOREST AVE/HESS,1579 FOREST AVENUE,,STATEN ISLAND,Richmond,,4301,2,05/15/1992,05/15/1992,Human Error,,Gasoline Station or other PBS Facility,02/25/2000,diesel,Petroleum,0,Pounds,0
8607196,1579 FOREST AVENUE / STAT,1579 FOREST AVENUE,,STATEN ISLAND,Richmond,,4301,2,02/25/1987,02/25/1987,Tank Overfill,,Tank Truck,02/25/1987,gasoline,Petroleum,15,Gallons,0
9310176,157TH ST & 43RD AVE.,157TH ST & 43RD AVE.,,QUEENS,Queens,,4101,2,11/21/1993,11/21/1993,Equipment Failure,,Commercial/Industrial,02/15/1995,unknown petroleum,Petroleum,0,,0
9310176,157TH ST & 43RD AVE.,157TH ST & 43RD AVE.,,QUEENS,Queens,,4101,2,11/21/1993,11/21/1993,Equipment Failure,,Commercial/Industrial,02/15/1995,raw ceurago,Other,0,,0
0550838,158 ATKINSON STREET,158 ATKINSON STREET,,ROCHESTER,Monroe,,2814,8,08/18/2005,08/18/2005,Unknown,,Private Dwelling,10/20/2005,#2 fuel oil,Petroleum,0,,0
9802040,158 AV &,158TH AVE & 84TH ST,,HOWARD BEACH,Queens,,4101,2,05/16/1998,05/16/1998,Equipment Failure,,Unknown,03/03/2003,kerosene,Petroleum,0,Gallons,0
0801139,158 BRUCKNER BLVD,158 BRUCKNER BOULVARD,,BRONX,Bronx,,0301,2,04/28/2008,04/28/2008,Equipment Failure,,"Major Facility (MOSF) > 400,000 gal",04/29/2008,raw sewage,Other,0,Gallons,0
9304503,158 BRUCKNER BLVD.,158 BRUCKNER BLVD.,,BRONX,Bronx,,0301,2,07/09/1993,07/09/1993,Unknown,,Unknown,08/07/1995,unknown petroleum,Petroleum,0,,0
0810149,158 BRUKMER BLVD/ BRONX GRIT CHAMBER,158 BRUKMER BLVD,,BRONX,Bronx,,0301,2,12/10/2008,12/10/2008,Equipment Failure,EAST RIVER,"Institutional, Educational, Gov., Other",12/11/2008,wastewater,Other,0,,0
9005571,158 DEBOIS STREET,158 DEBOIS STREET,,NEWBURGH,Orange,,3646,3,08/21/1990,08/21/1990,Equipment Failure,,Commercial Vehicle,08/22/1990,hydraulic oil,Petroleum,10,Gallons,0
0652036,158 GARDEN PARKWAY,158 GARDEN PARKWAY,,HENRIETTA,Monroe,14467,2832,8,03/12/2007,03/12/2007,Equipment Failure,,Commercial Vehicle,03/13/2007,hydraulic oil,Petroleum,0,Gallons,0
0313959,158 HAMILTON STREET,158 HAMILTON STREET,,ALBION,Orleans,14411,3720,8,03/22/2004,03/22/2004,Equipment Failure,,Commercial/Industrial,04/29/2004,#2 fuel oil,Petroleum,0,Pounds,0
9511444,158 NORWOOD AVE,154 NORWOOD AVE,,BROOKLYN,Kings,,2401,2,12/11/1995,12/11/1995,Equipment Failure,,Tank Truck,12/11/1995,#2 fuel oil,Petroleum,1,Gallons,1
1600348,158 STATE ROUTE 94S,158 STATE ROUTE 94S,SOIL,WARWICK,Orange,,3654,3,04/11/2016,04/11/2016,Traffic Accident,,Commercial Vehicle,04/11/2016,brake fluid,Other,1,Gallons,0
0105034,158 SULLIVAN ST,158 SULLIVAN ST,,BROOKLYN,Kings,,2401,2,08/09/2001,08/09/2001,Other,,Tank Truck,07/21/2003,unknown petroleum,Petroleum,0,Gallons,0
9309553,158-02 95TH STREET,158-02 95TH STREET,,QUEENS,Queens,,4101,2,11/06/1993,11/06/1993,Unknown,,Unknown,09/05/1995,diesel,Petroleum,100,Gallons,0
9309553,158-02 95TH STREET,158-02 95TH STREET,,QUEENS,Queens,,4101,2,11/06/1993,11/06/1993,Unknown,,Unknown,09/05/1995,waste oil/used oil,Petroleum,0,Pounds,0
0206117,158-05 UNION TURNPIKE,158-05 UNION TURNPIKE,,FLUSHING,Queens,,4101,2,02/08/2002,09/13/2002,Other,,Gasoline Station or other PBS Facility,03/17/2005,gasoline,Petroleum,0,Gallons,0
9502127,158-11 JEWELL AVENUE,158-11 JEWELL AVENUE,,FLUSHING,Queens,,4101,2,05/19/1995,05/19/1995,Equipment Failure,,Unknown,02/08/2005,PCB oil,Petroleum,15,Gallons,0
9307913,158-39 JEWEL AVE,158-39 JEWEL AVENUE,,FLUSHING,Queens,,4101,2,09/29/1993,09/29/1993,Tank Overfill,,Commercial/Industrial,09/29/1993,#6 fuel oil,Petroleum,10,Gallons,0
1211721,158-57 Cross Bay Boulevard,158-57 Cross Bay Boulevard,,Howard Beach,Queens,11693,4101,2,10/29/2012,11/13/2012,Storm,,Private Dwelling,03/27/2013,#2 fuel oil,Petroleum,0,,50
8701957,158-57 CROSSBAY BOULEVARD,158-57 CROSSBAY BLVD,,NEW YORK,Queens,,4101,2,06/08/1987,06/08/1987,Abandoned Drums,,Unknown,06/08/1987,petrohydrofurran,Other,3,Gallons,0
9205945,1580 E 12TH ST,1580 E 12TH ST,BET O & P,BROOKLYN,Kings,,2401,2,08/23/1992,08/23/1992,Unknown,,Private Dwelling,08/23/1992,unknown petroleum,Petroleum,0,,0
8910405,1580 E 13 ST - BKLN,1580 E 13 ST,,BROOKLYN,Kings,,2401,2,01/30/1990,01/30/1990,Tank Overfill,,Private Dwelling,11/15/1994,#6 fuel oil,Petroleum,60,Gallons,0
8705529,1580 NOSTRAND AVE./NYTEL,1580 NOSTRAND AVE,,BROOKLYN,Kings,,2401,2,09/29/1987,10/01/1987,Tank Test Failure,,Commercial/Industrial,02/23/1993,gasoline,Petroleum,0,Pounds,0
0304260,1582 EASY 49TH STREET,1582 EAST 49TH STREET,,BROOKLYN,Kings,,2401,2,07/22/2003,07/22/2003,Equipment Failure,,Commercial/Industrial,09/10/2009,transformer oil,Petroleum,1,Gallons,1
9308355,1583 E. GENESEE ST. RD.,1583 E. GENESEE ST. RD,,SKANEATELES,Onondaga,,3450,7,10/10/1993,10/10/1993,Equipment Failure,,Commercial/Industrial,10/10/1993,#2 fuel oil,Petroleum,0,,0
9306776,1583 MAIN ST.,1583 MAIN ST,,APALACHIN,Tioga,,5430,7,09/01/1993,09/01/1993,Human Error,,Tank Truck,07/12/1995,#2 fuel oil,Petroleum,365,Gallons,0
9508992,1583 RT 79,1583 RT 79,,RICHFORD,Tioga,,5432,7,10/21/1995,10/21/1995,Traffic Accident,,Private Dwelling,11/01/1995,auto waste fluids,Petroleum,0,Gallons,0
0500993,1585 BROADWAY,1585 BROADWAY,,MANHATTAN,New York,,3101,2,04/24/2005,04/24/2005,Other,,Commercial/Industrial,04/28/2005,diesel,Petroleum,25,Gallons,0
0500993,1585 BROADWAY,1585 BROADWAY,,MANHATTAN,New York,,3101,2,04/24/2005,04/24/2005,Other,,Commercial/Industrial,04/28/2005,lube oil,Petroleum,25,Gallons,0
0511891,15859 ED ROSE SHORES,15859 ED ROSE SHORES,,KENT,Orleans,14477,3722,8,01/15/2006,01/15/2006,Equipment Failure,,Private Dwelling,01/17/2006,#2 fuel oil,Petroleum,0,Gallons,0
0470101,1588 LAKE AVENUE,1588 LAKE AVENUE,,ROCHESTER,Monroe,,2814,8,06/07/2004,06/07/2004,Unknown,,Unknown,02/02/2005,gasoline,Petroleum,0,Gallons,0
0470147,1588 LAKE AVENUE,1588 LAKE AVENUE,,ROCHESTER,Monroe,14615,2814,8,06/29/2004,06/29/2004,Unknown,,Unknown,03/13/2014,unknown petroleum,Petroleum,0,Gallons,0
1907787,1588 NATIONAL GRID,NYS RT 67,,BALLSTON SPA,Saratoga,,4620,5,11/01/2019,11/01/2019,Storm,,Transformer,03/18/2020,transformer oil,Petroleum,10,Gallons,0
9403618,1589 EAST 172ND ST REALTY,1589 EAST 172ND  ST,,BRONX,Bronx,,0301,2,05/30/1994,06/14/1994,Unknown,,Commercial/Industrial,06/14/1994,#6 fuel oil,Petroleum,0,Gallons,0
9111806,1589 UNION ST/JONES RES.,1589 UNION ST,,BROOKLYN,Kings,,2401,2,02/17/1992,02/17/1992,Tank Overfill,,Private Dwelling,02/17/1992,#2 fuel oil,Petroleum,1,Gallons,0
9413099,158TH ST HARLEM RIVER DR,158TH ST- HARLEM RIVER DR,,MANHATTAN,New York,,3101,2,12/30/1994,12/31/1994,Equipment Failure,HARLEM RIVER,Unknown,01/03/1995,unknown petroleum,Petroleum,0,Gallons,0
9815328,158TH ST/RIVERSIDE DR,158TH/RIVERSIDE DR,,MANHATTAN,New York,,3101,2,03/25/1999,03/25/1999,Other,,Commercial/Industrial,01/28/2004,transformer oil,Petroleum,3,Gallons,3
0905773,159 ALVEROSON AVE,159 ALVEROSON AVE,,STATEN ISLAND,Richmond,,4301,2,08/17/2009,08/17/2009,Unknown,,Private Dwelling,08/18/2009,other  -  DRY WEATHER DISCHARGE,Other,0,,0
1211722,159 Beach 119th Street,159 Beach 119th Street,,Belle Harbor,Queens,11694,4101,2,10/29/2012,11/13/2012,Storm,,Private Dwelling,03/27/2013,#2 fuel oil,Petroleum,0,,10
0806725,159 CONKLIN AVENUE,159 CONKLIN AVENUE,,BINGHAMTON,Broome,13901,0402,7,09/15/2008,09/15/2008,Abandoned Drums,,Commercial/Industrial,01/30/2009,waste oil/used oil,Petroleum,0,Gallons,0
